timestamp,type,detail
1781098142.596894,JanetMLIDS,"[JanetMLIDS] Attack detected (reason=ids1_threshold, IDS1=0.4404696524143219, IDS2=0.22328068315982819)"
1781098142.596894,FSA,[FSA] Rule violation: Conflict->Conflict
1781098142.654121,JanetMLIDS,"[JanetMLIDS] Attack detected (reason=ids1_threshold, IDS1=0.4414750933647156, IDS2=0.22328129410743713)"
1781098142.654121,FSA,[FSA] Rule violation: Conflict->Conflict
1781098142.676148,JanetMLIDS,"[JanetMLIDS] Attack detected (reason=ids1_threshold, IDS1=0.4475407600402832, IDS2=0.22328147292137146)"
1781098142.676148,FSA,[FSA] Rule violation: Conflict->Conflict
1781098142.693497,JanetMLIDS,"[JanetMLIDS] Attack detected (reason=ids1_threshold, IDS1=0.44054871797561646, IDS2=0.22328148782253265)"
1781098142.693497,FSA,[FSA] Rule violation: Conflict->Conflict
1781098142.724192,JanetMLIDS,"[JanetMLIDS] Attack detected (reason=ids1_threshold, IDS1=0.43535393476486206, IDS2=0.22328145802021027)"
1781098142.724192,FSA,[FSA] Rule violation: Conflict->Conflict
1781098142.770530,JanetMLIDS,"[JanetMLIDS] Attack detected (reason=ids1_threshold, IDS1=0.4350772798061371, IDS2=0.22328144311904907)"
1781098142.770530,FSA,[FSA] Rule violation: Conflict->Conflict
1781098142.844244,JanetMLIDS,"[JanetMLIDS] Attack detected (reason=ids1_threshold, IDS1=0.43648701906204224, IDS2=0.22328144311904907)"
1781098142.844244,FSA,[FSA] Rule violation: Conflict->Conflict
1781098142.876420,JanetMLIDS,"[JanetMLIDS] Attack detected (reason=ids1_threshold, IDS1=0.44826388359069824, IDS2=0.22328144311904907)"
1781098142.876420,FSA,[FSA] Rule violation: Conflict->Conflict
1781098142.951948,JanetMLIDS,"[JanetMLIDS] Attack detected (reason=ids1_threshold, IDS1=0.43792325258255005, IDS2=0.22328145802021027)"
1781098142.951948,FSA,[FSA] Rule violation: Conflict->Conflict
1781098143.006849,JanetMLIDS,"[JanetMLIDS] Attack detected (reason=ids1_threshold, IDS1=0.4480026364326477, IDS2=0.22328144311904907)"
1781098143.006849,FSA,[FSA] Rule violation: Conflict->Conflict
1781098143.057780,JanetMLIDS,"[JanetMLIDS] Attack detected (reason=ids1_threshold, IDS1=0.4464651942253113, IDS2=0.22328145802021027)"
1781098143.057780,FSA,[FSA] Rule violation: Conflict->Conflict
1781098143.119215,JanetMLIDS,"[JanetMLIDS] Attack detected (reason=ids1_threshold, IDS1=0.44440755248069763, IDS2=0.22328144311904907)"
1781098143.119215,FSA,[FSA] Rule violation: Conflict->Conflict
1781098143.157779,JanetMLIDS,"[JanetMLIDS] Attack detected (reason=ids1_threshold, IDS1=0.4486340582370758, IDS2=0.22328145802021027)"
1781098143.157779,FSA,[FSA] Rule violation: Conflict->Conflict
1781098143.208997,JanetMLIDS,"[JanetMLIDS] Attack detected (reason=ids1_threshold, IDS1=0.44260168075561523, IDS2=0.22328144311904907)"
1781098143.208997,FSA,[FSA] Rule violation: Conflict->Conflict
1781098143.244771,JanetMLIDS,"[JanetMLIDS] Attack detected (reason=ids1_threshold, IDS1=0.4454527795314789, IDS2=0.22328145802021027)"
1781098143.244771,FSA,[FSA] Rule violation: Conflict->Conflict
1781098143.283395,JanetMLIDS,"[JanetMLIDS] Attack detected (reason=ids1_threshold, IDS1=0.4415835440158844, IDS2=0.22328144311904907)"
1781098143.283395,FSA,[FSA] Rule violation: Conflict->Conflict
1781098143.338528,JanetMLIDS,"[JanetMLIDS] Attack detected (reason=ids1_threshold, IDS1=0.4393845498561859, IDS2=0.22328145802021027)"
1781098143.338528,FSA,[FSA] Rule violation: Conflict->Conflict
1781098143.415472,JanetMLIDS,"[JanetMLIDS] Attack detected (reason=ids1_threshold, IDS1=0.4407837986946106, IDS2=0.22328144311904907)"
1781098143.415472,FSA,[FSA] Rule violation: Conflict->Conflict
1781098143.438736,JanetMLIDS,"[JanetMLIDS] Attack detected (reason=ids1_threshold, IDS1=0.4524462819099426, IDS2=0.22328145802021027)"
1781098143.438736,FSA,[FSA] Rule violation: Conflict->Conflict
1781098143.512741,JanetMLIDS,"[JanetMLIDS] Attack detected (reason=ids1_threshold, IDS1=0.43753781914711, IDS2=0.22328145802021027)"
1781098143.512741,FSA,[FSA] Rule violation: Conflict->Conflict
1781098143.557042,JanetMLIDS,"[JanetMLIDS] Attack detected (reason=ids1_threshold, IDS1=0.4488125741481781, IDS2=0.22328145802021027)"
1781098143.557042,FSA,[FSA] Rule violation: Conflict->Conflict
1781098143.605886,JanetMLIDS,"[JanetMLIDS] Attack detected (reason=ids1_threshold, IDS1=0.444012314081192, IDS2=0.22328145802021027)"
1781098143.605886,FSA,[FSA] Rule violation: Conflict->Conflict
1781098143.640642,JanetMLIDS,"[JanetMLIDS] Attack detected (reason=ids1_threshold, IDS1=0.4454754889011383, IDS2=0.22328145802021027)"
1781098143.640642,FSA,[FSA] Rule violation: Conflict->Conflict
1781098143.710395,JanetMLIDS,"[JanetMLIDS] Attack detected (reason=ids1_threshold, IDS1=0.4385696351528168, IDS2=0.22328145802021027)"
1781098143.710395,FSA,[FSA] Rule violation: Conflict->Conflict
1781098143.750562,JanetMLIDS,"[JanetMLIDS] Attack detected (reason=ids1_threshold, IDS1=0.44807761907577515, IDS2=0.22328145802021027)"
1781098143.750562,FSA,[FSA] Rule violation: Conflict->Conflict
1781098143.804662,JanetMLIDS,"[JanetMLIDS] Attack detected (reason=ids1_threshold, IDS1=0.44206610321998596, IDS2=0.22328145802021027)"
1781098143.804662,FSA,[FSA] Rule violation: Conflict->Conflict
1781098143.840100,JanetMLIDS,"[JanetMLIDS] Attack detected (reason=ids1_threshold, IDS1=0.44597673416137695, IDS2=0.22328145802021027)"
1781098143.840100,FSA,[FSA] Rule violation: Conflict->Conflict
1781098143.883647,JanetMLIDS,"[JanetMLIDS] Attack detected (reason=ids1_threshold, IDS1=0.4411768913269043, IDS2=0.22328145802021027)"
1781098143.883647,FSA,[FSA] Rule violation: Conflict->Conflict
1781098143.947908,JanetMLIDS,"[JanetMLIDS] Attack detected (reason=ids1_threshold, IDS1=0.4398084580898285, IDS2=0.22328145802021027)"
1781098143.947908,FSA,[FSA] Rule violation: Conflict->Conflict
1781098143.986370,JanetMLIDS,"[JanetMLIDS] Attack detected (reason=ids1_threshold, IDS1=0.44699710607528687, IDS2=0.22328145802021027)"
1781098143.986370,FSA,[FSA] Rule violation: Conflict->Conflict
1781098144.017368,JanetMLIDS,"[JanetMLIDS] Attack detected (reason=ids1_threshold, IDS1=0.44354119896888733, IDS2=0.22328145802021027)"
1781098144.017368,FSA,[FSA] Rule violation: Conflict->Conflict
1781098144.059504,JanetMLIDS,"[JanetMLIDS] Attack detected (reason=ids1_threshold, IDS1=0.43938112258911133, IDS2=0.22328145802021027)"
1781098144.059504,FSA,[FSA] Rule violation: Conflict->Conflict
1781098144.093984,JanetMLIDS,"[JanetMLIDS] Attack detected (reason=ids1_threshold, IDS1=0.44134339690208435, IDS2=0.22328145802021027)"
1781098144.093984,FSA,[FSA] Rule violation: Conflict->Conflict
1781098144.129980,JanetMLIDS,"[JanetMLIDS] Attack detected (reason=ids1_threshold, IDS1=0.43952521681785583, IDS2=0.22328145802021027)"
1781098144.129980,FSA,[FSA] Rule violation: Conflict->Conflict
1781098144.171824,JanetMLIDS,"[JanetMLIDS] Attack detected (reason=ids1_threshold, IDS1=0.4387453496456146, IDS2=0.22328145802021027)"
1781098144.171824,FSA,[FSA] Rule violation: Conflict->Conflict
1781098183.705145,JanetMLIDS,"[JanetMLIDS] Attack detected (reason=ids1_threshold, IDS1=0.5402746200561523, IDS2=0.22328145802021027)"
1781098183.705145,FSA,[FSA] Rule violation: Conflict->Conflict
1781098223.792170,JanetMLIDS,"[JanetMLIDS] Attack detected (reason=ids1_threshold, IDS1=0.5280617475509644, IDS2=0.28183209896087646)"
1781098223.792170,Signal Logic,"[SignalLogic]Speed jump: prev=3603, curr=1100, Δ=2503"
