time,entropy
1762478275.777043,2.777776811456786
1762478276.277043,2.786115012874252
1762478276.777043,1.0
1762478277.277043,2.584962500721156
1762478297.277043,2.807354922057605
1762478297.777043,2.807354922057605
1762478298.277043,2.801002779861118
1762478298.777043,2.807354922057605
1762478299.277043,2.807354922057605
1762478299.777043,2.807354922057605
1762478300.277043,2.7990077544108973
1762478300.777043,2.807354922057605
1762478301.277043,2.801002779861118
1762478301.777043,2.75
1762478302.277043,2.779950000961542
1762478302.777043,2.78801928027969
1762478303.277043,2.807354922057605
1762478303.777043,2.7954618442383214
1762478304.277043,2.786115012874252
1762478304.777043,2.7924812503605785
1762478305.277043,2.807354922057605
1762478305.777043,2.7954618442383214
1762478306.277043,2.7990077544108973
1762478306.777043,2.807354922057605
1762478307.277043,2.807354922057605
1762478307.777043,2.807354922057605
1762478308.277043,2.793269689515109
1762478308.777043,1.584962500721156
1762478321.777043,2.75
1762478322.277043,2.807354922057605
1762478322.777043,2.807354922057605
1762478323.277043,2.807354922057605
1762478325.777043,2.789898095464288
1762478326.277043,2.807354922057605
1762478326.777043,2.7773627950641693
1762478327.277043,2.7954618442383214
1762478327.777043,2.798794940695399
1762478328.277043,2.7990077544108973
1762478328.777043,2.7942385860214762
1762478329.277043,2.777776811456786
1762478329.777043,2.7962176025900565
1762478330.277043,2.807354922057605
1762478330.777043,2.807354922057605
1762478331.277043,2.7954618442383214
1762478331.777043,2.807354922057605
1762478332.277043,2.807354922057605
1762478332.777043,2.807354922057605
1762478333.277043,2.793269689515109
1762478333.777043,2.777776811456786
1762478334.277043,2.807354922057605
1762478334.777043,2.807354922057605
1762478335.277043,2.793269689515109
1762478335.777043,2.7924812503605785
1762478336.277043,2.807354922057605
1762478336.777043,2.7773627950641693
1762478337.277043,2.807354922057605
1762478337.777043,2.807354922057605
1762478338.277043,2.801002779861118
1762478338.777043,2.789898095464288
1762478339.277043,2.7942385860214762
1762478339.777043,2.7962176025900565
1762478340.277043,2.807354922057605
1762478340.777043,2.807354922057605
1762478341.277043,2.807354922057605
1762478341.777043,2.7954618442383214
1762478342.277043,2.807354922057605
1762478342.777043,2.807354922057605
1762478343.277043,2.7954618442383214
1762478343.777043,2.7990077544108973
1762478344.277043,2.807354922057605
1762478344.777043,2.7990077544108973
1762478345.277043,2.7954618442383214
1762478345.777043,2.807354922057605
1762478346.277043,2.801002779861118
1762478346.777043,2.789898095464288
1762478347.277043,2.789898095464288
1762478347.777043,2.807354922057605
